Score,Episodes,Rating,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format,Name_format,Type_format,Source_format
7,13,R+ - Mild Nudity,24,2,1,22,105,3044,0,1
8,12,PG-13 - Teens 13 or older,24,1,0,2,216,3045,0,6
6,12,R+ - Mild Nudity,24,2,1,141,21,3046,0,1
5,1,PG-13 - Teens 13 or older,26,1,3,1,228,3047,2,1
8,13,PG-13 - Teens 13 or older,24,1,0,19,125,3048,0,2
7,1,PG-13 - Teens 13 or older,24,1,0,6,85,3049,3,26
7,12,PG-13 - Teens 13 or older,24,1,0,8,191,3050,0,2
8,1,PG-13 - Teens 13 or older,130,1,3,6,17,3051,1,0
8,1,PG-13 - Teens 13 or older,109,1,3,6,17,3052,1,0
8,1,PG-13 - Teens 13 or older,116,1,3,6,17,3053,1,0
7,2,Rx - Hentai,17,2,10,103,91,3054,2,2
7,1,PG-13 - Teens 13 or older,93,1,0,53,216,3055,1,0
8,52,PG - Children,3,1,0,103,5,3056,0,1
8,26,PG-13 - Teens 13 or older,25,1,1,12,64,3057,2,0
8,38,R - 17+ (violence & profanity),25,0,1,25,3,3058,0,1
5,45,PG - Children,25,1,0,4,9,3059,0,1
7,1,PG-13 - Teens 13 or older,86,1,0,2,85,3060,1,1
7,1,R+ - Mild Nudity,68,2,1,6,128,3061,1,2
7,2,Rx - Hentai,17,2,7,313,116,3062,2,1
6,2,Rx - Hentai,20,2,10,313,157,3063,2,1
6,4,Rx - Hentai,27,2,1,181,21,3064,2,0
6,2,R+ - Mild Nudity,20,2,1,48,21,3065,3,1
7,1,PG-13 - Teens 13 or older,25,1,1,3,5,3066,3,1
8,1,PG-13 - Teens 13 or older,23,1,0,5,191,3067,3,1
8,1,R+ - Mild Nudity,92,2,1,270,36,3068,1,1
8,1,R+ - Mild Nudity,110,2,1,270,36,3069,1,1
7,12,PG-13 - Teens 13 or older,24,1,8,6,216,3070,0,0
6,13,PG-13 - Teens 13 or older,3,1,0,103,390,3071,0,1
5,35,PG-13 - Teens 13 or older,25,1,1,3,208,3072,0,1
6,1,G - All Ages,29,3,2,82,191,3073,2,2
7,13,PG-13 - Teens 13 or older,23,1,4,19,20,3074,0,0
6,5,PG-13 - Teens 13 or older,4,1,1,314,12,3075,4,1
7,12,PG-13 - Teens 13 or older,25,1,3,6,148,3076,0,2
5,52,G - All Ages,15,3,0,20,105,3077,0,5
7,1,PG-13 - Teens 13 or older,20,1,0,229,158,3078,2,1
8,22,PG-13 - Teens 13 or older,25,1,8,12,80,3079,0,2
7,48,G - All Ages,24,3,1,315,321,3080,0,0
7,1,G - All Ages,73,3,2,316,321,3081,1,0
7,1,PG-13 - Teens 13 or older,24,1,0,0,191,3082,2,1
5,26,PG-13 - Teens 13 or older,24,1,0,4,28,3083,0,1
7,1,PG - Children,8,1,0,229,158,3084,3,2
7,12,PG-13 - Teens 13 or older,24,1,0,0,7,3085,0,0
8,12,PG-13 - Teens 13 or older,25,1,0,8,64,3086,0,1
7,13,PG-13 - Teens 13 or older,24,1,0,12,89,3087,0,2
7,10,R - 17+ (violence & profanity),24,0,0,103,7,3088,4,1
7,3,PG-13 - Teens 13 or older,24,1,0,18,4,3089,0,1
7,5,PG-13 - Teens 13 or older,27,1,0,5,216,3090,2,2
7,5,R+ - Mild Nudity,27,2,0,5,216,3091,2,2
9,1,PG - Children,117,1,2,18,163,3092,1,0
9,25,PG-13 - Teens 13 or older,24,1,0,24,1,3093,0,1
6,12,PG-13 - Teens 13 or older,24,1,1,103,15,3094,0,26
5,34,G - All Ages,24,3,0,22,321,3095,0,1
6,1818,G - All Ages,5,3,0,3,41,3096,0,0
8,12,PG-13 - Teens 13 or older,23,1,0,20,104,3097,0,1
8,12,R+ - Mild Nudity,24,2,1,46,112,3098,0,1
9,99,PG-13 - Teens 13 or older,24,1,0,6,85,3099,0,1
6,1,PG-13 - Teens 13 or older,28,1,0,6,24,3100,2,1
8,12,R - 17+ (violence & profanity),23,0,11,29,125,3101,0,1
6,6,PG-13 - Teens 13 or older,9,1,0,141,123,3102,3,2
7,13,PG-13 - Teens 13 or older,24,1,2,12,5,3103,0,2
7,13,R - 17+ (violence & profanity),24,0,11,11,286,3104,0,1
7,24,PG-13 - Teens 13 or older,24,1,1,0,0,3105,0,1
8,1,PG-13 - Teens 13 or older,99,1,4,270,47,3106,1,0
7,25,PG - Children,3,1,0,22,237,3107,0,0
6,26,PG-13 - Teens 13 or older,3,1,0,22,237,3108,0,0
6,12,PG-13 - Teens 13 or older,3,1,0,22,237,3109,3,0
8,13,R+ - Mild Nudity,24,2,1,12,216,3110,0,2
8,12,PG-13 - Teens 13 or older,22,1,3,18,164,3111,0,1
7,12,R+ - Mild Nudity,25,2,0,12,8,3112,0,2
7,1,PG-13 - Teens 13 or older,12,1,1,229,158,3113,2,0
6,1,R+ - Mild Nudity,29,2,0,29,128,3114,2,1
5,1,PG-13 - Teens 13 or older,14,1,3,84,42,3115,2,1
6,26,PG-13 - Teens 13 or older,24,1,2,2,40,3116,0,26
7,1,PG-13 - Teens 13 or older,6,1,15,12,216,3117,15,15
6,1,PG-13 - Teens 13 or older,3,1,0,8,104,3118,3,1
6,1,PG - Children,71,1,0,2,306,3119,1,26
6,6,PG-13 - Teens 13 or older,24,1,1,8,4,3120,0,0
7,13,PG-13 - Teens 13 or older,24,1,0,11,1,3121,0,1
6,1,PG-13 - Teens 13 or older,23,1,4,0,20,3122,3,0
7,13,PG-13 - Teens 13 or older,25,1,0,62,85,3123,0,2
7,7,R - 17+ (violence & profanity),30,0,1,27,64,3124,2,2
7,2,R+ - Mild Nudity,23,2,0,12,16,3125,2,2
7,25,PG-13 - Teens 13 or older,25,1,1,25,216,3126,0,0
6,4,R+ - Mild Nudity,15,2,21,57,3,3127,2,2
5,130,G - All Ages,5,3,0,34,192,3128,0,1
5,47,PG-13 - Teens 13 or older,40,1,0,2,28,3129,0,1
7,1,PG-13 - Teens 13 or older,49,1,0,145,165,3130,1,1
5,30,G - All Ages,25,3,0,6,100,3131,0,1
8,50,G - All Ages,24,3,0,2,3,3132,0,1
7,1,PG-13 - Teens 13 or older,150,1,1,6,0,3133,1,0
8,1,PG-13 - Teens 13 or older,107,1,0,24,321,3134,1,1
7,39,PG - Children,25,1,6,25,133,3135,0,2
7,1,PG-13 - Teens 13 or older,24,1,1,2,44,3136,2,2
8,12,PG-13 - Teens 13 or older,23,1,0,6,85,3137,0,0
8,1,G - All Ages,93,3,2,317,166,3138,1,4
6,2,PG-13 - Teens 13 or older,3,1,0,103,157,3139,3,1
6,97,PG-13 - Teens 13 or older,23,1,1,18,321,3140,0,1
6,1,G - All Ages,6,3,15,92,191,3141,15,1
6,12,PG-13 - Teens 13 or older,30,1,1,52,5,3142,0,0
7,52,PG - Children,24,1,2,2,127,3143,0,0
6,1,PG - Children,63,1,2,20,127,3144,1,0
6,12,PG-13 - Teens 13 or older,24,1,1,10,1,3145,0,2
7,51,PG-13 - Teens 13 or older,24,1,0,2,3,3146,0,1
7,26,G - All Ages,23,3,3,0,167,3147,0,4
7,1,G - All Ages,51,3,5,167,191,3148,2,1
7,2,R+ - Mild Nudity,24,2,0,12,5,3149,2,1
7,6,Rx - Hentai,20,2,10,318,91,3150,2,1
7,2,PG-13 - Teens 13 or older,3,1,6,319,15,3151,3,1
8,1,PG-13 - Teens 13 or older,95,1,1,42,5,3152,1,2
8,25,R - 17+ (violence & profanity),22,0,4,6,85,3153,0,2
6,25,G - All Ages,5,3,0,172,25,3154,0,0
6,26,G - All Ages,1,3,0,103,168,3155,0,1
7,39,PG-13 - Teens 13 or older,24,1,1,2,105,3156,0,0
6,60,PG - Children,7,1,0,25,28,3157,0,2
7,12,R+ - Mild Nudity,24,2,1,12,21,3158,0,2
7,258,G - All Ages,24,3,7,2,169,3159,0,1
7,2,R - 17+ (violence & profanity),24,0,1,6,24,3160,3,2
6,52,PG - Children,22,1,1,2,170,3161,0,1
8,13,R+ - Mild Nudity,23,2,0,34,105,3162,0,1
6,1,G - All Ages,106,3,2,0,167,3163,1,2
6,1,Rx - Hentai,26,2,10,59,139,3164,2,1
8,7,PG-13 - Teens 13 or older,23,1,0,7,15,3165,3,1
6,1,G - All Ages,30,3,17,12,80,3166,3,0
7,6,PG-13 - Teens 13 or older,15,1,0,6,24,3167,3,0
7,3,PG-13 - Teens 13 or older,24,1,0,12,89,3168,2,1
7,1,PG-13 - Teens 13 or older,97,1,1,24,191,3169,1,1
6,4,PG-13 - Teens 13 or older,15,1,16,18,133,3170,2,0
7,2,PG-13 - Teens 13 or older,13,1,0,32,191,3171,3,26
6,1,PG-13 - Teens 13 or older,46,1,0,16,18,3172,2,2
6,1,G - All Ages,30,3,2,12,80,3173,3,0
6,3,Rx - Hentai,19,2,10,320,116,3174,2,1
8,12,R+ - Mild Nudity,24,2,1,46,112,3175,0,1
7,13,PG-13 - Teens 13 or older,24,1,8,12,83,3176,0,0
7,1,R - 17+ (violence & profanity),110,0,1,2,105,3177,1,4
7,13,PG-13 - Teens 13 or older,24,1,0,6,133,3178,0,1
7,6,R+ - Mild Nudity,4,2,0,12,16,3179,3,2
7,12,R+ - Mild Nudity,24,2,0,12,150,3180,0,2
7,13,PG-13 - Teens 13 or older,3,1,0,101,157,3181,0,1
7,1,R+ - Mild Nudity,103,2,1,321,507,3182,1,0
8,1,PG-13 - Teens 13 or older,24,1,0,6,123,3183,3,1
7,11,PG-13 - Teens 13 or older,23,1,0,6,406,3184,0,1
7,1,R - 17+ (violence & profanity),14,0,1,218,15,3185,2,0
7,4,PG-13 - Teens 13 or older,6,1,4,175,47,3186,3,1
5,1,G - All Ages,119,3,5,65,171,3187,1,1
8,13,PG-13 - Teens 13 or older,23,1,0,2,216,3188,0,1
5,56,PG-13 - Teens 13 or older,25,1,0,34,20,3189,0,0
7,11,R - 17+ (violence & profanity),1,0,0,6,15,3190,3,1
7,11,PG-13 - Teens 13 or older,23,1,3,3,104,3191,0,1
8,1,PG-13 - Teens 13 or older,30,1,4,6,34,3192,3,26
7,2,Rx - Hentai,30,2,10,59,120,3193,2,1
7,22,PG-13 - Teens 13 or older,23,1,4,6,15,3194,0,2
8,22,R - 17+ (violence & profanity),23,0,1,18,15,3195,0,0
6,1,Rx - Hentai,26,2,10,116,367,3196,2,0
8,26,PG-13 - Teens 13 or older,24,1,0,62,1,3197,0,2
7,13,PG-13 - Teens 13 or older,24,1,0,6,85,3198,0,2
8,12,R+ - Mild Nudity,23,2,0,24,7,3199,0,1
8,1,PG-13 - Teens 13 or older,109,1,1,6,3,3200,1,1
6,7,PG-13 - Teens 13 or older,3,1,0,153,124,3201,3,1
7,1,PG-13 - Teens 13 or older,43,1,0,0,7,3202,2,0
8,24,PG-13 - Teens 13 or older,23,1,0,14,1,3203,0,2
8,2,PG-13 - Teens 13 or older,22,1,0,17,5,3204,2,1
6,1,G - All Ages,3,3,5,55,105,3205,3,1
7,1,G - All Ages,18,3,11,322,127,3206,2,1
5,1,G - All Ages,11,3,1,24,127,3207,2,1
6,2,R - 17+ (violence & profanity),28,0,1,67,109,3208,2,1
6,6,R+ - Mild Nudity,4,2,22,48,21,3209,3,1
7,3,PG-13 - Teens 13 or older,30,1,0,22,321,3210,2,1
7,2,Rx - Hentai,30,2,10,59,120,3211,2,2
6,2,G - All Ages,57,3,0,25,191,3212,3,0
5,1,PG-13 - Teens 13 or older,24,1,1,163,64,3213,2,1
6,13,PG-13 - Teens 13 or older,3,1,0,323,104,3214,0,1
6,10,PG-13 - Teens 13 or older,24,1,0,240,146,3215,4,1
8,24,PG-13 - Teens 13 or older,24,1,1,6,0,3216,0,1
6,7,PG-13 - Teens 13 or older,2,1,0,15,138,3217,4,1
6,24,PG - Children,22,1,0,2,306,3218,0,26
8,12,PG-13 - Teens 13 or older,24,1,1,12,33,3219,0,0
6,2,PG-13 - Teens 13 or older,51,1,3,12,109,3220,2,2
8,1,PG-13 - Teens 13 or older,66,1,0,12,83,3221,1,0
6,1,PG-13 - Teens 13 or older,30,1,2,24,191,3222,2,1
7,12,R+ - Mild Nudity,24,2,0,12,125,3223,0,2
8,13,PG-13 - Teens 13 or older,24,1,0,6,40,3224,0,1
7,1,PG-13 - Teens 13 or older,90,1,5,186,34,3225,1,26
6,26,PG-13 - Teens 13 or older,3,1,0,141,125,3226,0,1
6,12,R+ - Mild Nudity,24,2,1,6,85,3227,0,0
7,13,PG-13 - Teens 13 or older,24,1,3,11,413,3228,0,1
7,1,PG-13 - Teens 13 or older,106,1,4,6,216,3229,1,2
6,37,PG - Children,20,1,2,2,321,3230,0,1
7,12,R - 17+ (violence & profanity),24,0,1,20,191,3231,0,1
8,1,PG-13 - Teens 13 or older,26,1,0,65,172,3232,1,0
7,12,PG-13 - Teens 13 or older,3,1,0,323,151,3233,0,1
6,1,PG-13 - Teens 13 or older,30,1,4,6,191,3234,2,1
8,25,PG-13 - Teens 13 or older,22,1,3,5,191,3235,0,1
8,1,R - 17+ (violence & profanity),98,0,1,6,34,3236,1,26
8,13,PG-13 - Teens 13 or older,24,1,1,42,128,3237,0,0
8,25,PG-13 - Teens 13 or older,24,1,1,6,85,3238,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,6,17,3239,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,12,44,3240,0,1
5,12,PG-13 - Teens 13 or older,5,1,0,324,173,3241,0,0
7,1,PG-13 - Teens 13 or older,25,1,0,19,8,3242,2,1
6,6,PG-13 - Teens 13 or older,3,1,0,0,15,3243,3,0
5,26,G - All Ages,25,3,0,25,131,3244,0,1
7,2,PG-13 - Teens 13 or older,3,1,0,101,157,3245,2,1
7,1,R+ - Mild Nudity,89,2,1,325,174,3246,1,4
7,13,PG-13 - Teens 13 or older,24,1,2,0,5,3247,0,2
7,2,PG-13 - Teens 13 or older,24,1,0,20,1,3248,3,26
7,12,PG-13 - Teens 13 or older,24,1,0,2,22,3249,0,1
7,1,R+ - Mild Nudity,83,2,3,12,34,3250,1,2
6,13,PG-13 - Teens 13 or older,3,1,0,103,390,3251,0,1
8,13,PG-13 - Teens 13 or older,24,1,0,2,105,3252,0,1
8,26,R - 17+ (violence & profanity),24,0,1,24,123,3253,0,1
8,12,PG-13 - Teens 13 or older,24,1,0,12,80,3254,0,2
7,13,PG-13 - Teens 13 or older,23,1,0,6,85,3255,0,2
7,26,PG-13 - Teens 13 or older,24,1,11,11,321,3256,4,1
7,6,PG-13 - Teens 13 or older,23,1,0,326,4,3257,2,6
7,25,PG-13 - Teens 13 or older,24,1,0,20,40,3258,0,26
8,1,R - 17+ (violence & profanity),90,0,3,229,24,3259,1,2
7,12,PG-13 - Teens 13 or older,23,1,0,103,104,3260,0,2
8,13,PG-13 - Teens 13 or older,24,1,0,9,40,3261,0,2
7,1,PG-13 - Teens 13 or older,93,1,4,19,20,3262,1,2
7,13,PG-13 - Teens 13 or older,23,1,3,12,175,3263,0,2
7,10,PG-13 - Teens 13 or older,24,1,0,12,125,3264,0,1
7,12,PG-13 - Teens 13 or older,23,1,2,48,21,3265,0,2
6,1,PG-13 - Teens 13 or older,31,1,1,0,0,3266,2,1
6,1,PG-13 - Teens 13 or older,26,1,0,64,146,3267,2,1
7,1,R+ - Mild Nudity,24,2,0,20,8,3268,2,2
7,29,PG - Children,25,1,2,160,216,3269,0,26
7,12,PG-13 - Teens 13 or older,24,1,2,12,83,3270,0,2
8,13,PG-13 - Teens 13 or older,23,1,4,19,20,3271,0,0
6,1,PG - Children,12,1,0,197,127,3272,1,1
7,1,PG-13 - Teens 13 or older,6,1,15,12,216,3273,15,15
7,12,R+ - Mild Nudity,24,2,0,9,148,3274,0,2
6,51,G - All Ages,25,3,1,2,85,3275,0,26
7,2,Rx - Hentai,26,2,10,59,120,3276,2,1
7,20,PG-13 - Teens 13 or older,3,1,0,12,125,3277,4,1
7,4,R - 17+ (violence & profanity),29,0,7,327,12,3278,2,2
8,1,PG-13 - Teens 13 or older,99,1,3,6,85,3279,1,0
6,13,G - All Ages,3,3,0,328,176,3280,0,0
5,8,PG-13 - Teens 13 or older,3,1,0,329,155,3281,0,1
7,13,PG-13 - Teens 13 or older,23,1,8,12,216,3282,0,1
8,14,PG-13 - Teens 13 or older,27,1,1,33,42,3283,0,1
7,178,PG - Children,24,1,8,2,216,3284,0,0
5,1,PG - Children,82,1,0,330,216,3285,1,1
6,12,PG-13 - Teens 13 or older,23,1,2,10,40,3286,0,2
7,12,PG-13 - Teens 13 or older,23,1,0,141,413,3287,0,1
5,5,PG - Children,4,1,13,331,177,3288,2,0
8,2,PG-13 - Teens 13 or older,23,1,0,46,22,3289,2,1
6,12,PG-13 - Teens 13 or older,24,1,0,12,38,3290,0,26
7,12,PG-13 - Teens 13 or older,2,1,0,103,164,3291,0,1
6,3,R+ - Mild Nudity,23,2,1,103,178,3292,3,1
6,1,PG-13 - Teens 13 or older,90,1,1,239,20,3293,1,1
8,20,PG-13 - Teens 13 or older,5,1,0,67,5,3294,4,6
8,1,R - 17+ (violence & profanity),59,0,1,0,216,3295,1,0
7,1,R - 17+ (violence & profanity),59,0,1,0,216,3296,1,0
7,1,R - 17+ (violence & profanity),59,0,1,0,216,3297,1,0
7,12,PG-13 - Teens 13 or older,24,1,0,29,1,3298,0,2
8,1,PG-13 - Teens 13 or older,156,1,3,48,164,3299,1,1
6,1,G - All Ages,26,3,15,12,125,3300,2,2
6,12,G - All Ages,4,3,0,2,161,3301,0,6
8,10,PG-13 - Teens 13 or older,23,1,0,17,89,3302,0,2
8,1,PG-13 - Teens 13 or older,106,1,0,3,321,3303,3,1
6,1,R+ - Mild Nudity,24,2,0,12,8,3304,3,2
9,1,PG-13 - Teens 13 or older,110,1,0,6,216,3305,1,1
7,5,PG-13 - Teens 13 or older,10,1,1,332,321,3306,4,0
7,12,R+ - Mild Nudity,24,2,0,12,21,3307,0,2
7,12,PG-13 - Teens 13 or older,23,1,0,42,146,3308,0,1
7,1,PG-13 - Teens 13 or older,23,1,11,10,1,3309,2,2
9,13,PG-13 - Teens 13 or older,24,1,0,6,216,3310,0,1
7,1,PG-13 - Teens 13 or older,7,1,16,6,216,3311,2,1
7,1,R+ - Mild Nudity,26,2,0,141,5,3312,2,2
8,12,R+ - Mild Nudity,24,2,0,141,16,3313,0,2
7,73,PG-13 - Teens 13 or older,23,1,1,2,131,3314,0,1
6,6,PG-13 - Teens 13 or older,3,1,2,103,15,3315,3,1
5,9,PG-13 - Teens 13 or older,2,1,15,108,179,3316,15,0
6,52,G - All Ages,12,3,13,2,42,3317,0,1
5,24,PG-13 - Teens 13 or older,25,1,2,22,31,3318,0,1
7,12,R - 17+ (violence & profanity),23,0,0,141,124,3319,0,2
6,12,PG-13 - Teens 13 or older,24,1,11,10,40,3320,0,2
6,2,G - All Ages,45,3,3,333,13,3321,3,1
7,1,R+ - Mild Nudity,24,2,0,12,150,3322,2,2
7,59,PG-13 - Teens 13 or older,24,1,1,2,105,3323,0,0
7,13,PG-13 - Teens 13 or older,24,1,1,12,5,3324,0,1
7,25,PG-13 - Teens 13 or older,25,1,1,25,216,3325,0,0
8,4,R - 17+ (violence & profanity),24,0,0,6,17,3326,0,2
7,12,PG-13 - Teens 13 or older,24,1,0,20,7,3327,0,2
7,2,PG-13 - Teens 13 or older,25,1,0,25,1,3328,3,1
8,12,G - All Ages,24,3,0,296,133,3329,0,0
7,13,PG-13 - Teens 13 or older,4,1,0,12,444,3330,0,6
8,1,PG-13 - Teens 13 or older,89,1,0,6,85,3331,1,1
7,1,G - All Ages,90,3,1,289,306,3332,1,1
7,13,PG-13 - Teens 13 or older,23,1,1,19,20,3333,0,0
6,38,PG - Children,11,1,1,2,42,3334,0,1
8,13,PG-13 - Teens 13 or older,24,1,0,12,112,3335,0,2
7,1,G - All Ages,100,3,2,6,24,3336,1,1
5,1,G - All Ages,55,3,5,3,208,3337,3,2
6,1,PG-13 - Teens 13 or older,88,1,1,180,191,3338,2,1
7,24,PG-13 - Teens 13 or older,23,1,1,2,104,3339,0,1
5,26,G - All Ages,25,3,0,22,321,3340,0,1
7,7,PG-13 - Teens 13 or older,3,1,1,12,80,3341,3,2
6,12,PG-13 - Teens 13 or older,23,1,2,193,165,3342,0,0
7,3,G - All Ages,1,3,11,2,15,3343,4,1
7,12,PG-13 - Teens 13 or older,23,1,0,124,127,3344,0,1
5,46,G - All Ages,24,3,0,22,321,3345,0,1
5,33,G - All Ages,25,3,0,3,3,3346,0,1
7,1,PG - Children,104,1,0,22,28,3347,1,1
7,1,PG-13 - Teens 13 or older,26,1,0,229,158,3348,3,1
7,1,R - 17+ (violence & profanity),27,0,0,334,15,3349,2,1
6,4,PG-13 - Teens 13 or older,55,1,0,8,3,3350,2,1
6,10,PG-13 - Teens 13 or older,40,1,0,0,0,3351,4,0
8,4,PG-13 - Teens 13 or older,30,1,8,12,150,3352,3,1
8,4,PG-13 - Teens 13 or older,27,1,0,19,125,3353,3,2
8,12,R - 17+ (violence & profanity),24,0,1,2,22,3354,0,0
7,12,R - 17+ (violence & profanity),23,0,2,141,191,3355,0,2
8,24,PG-13 - Teens 13 or older,23,1,0,10,151,3356,0,2
7,13,PG-13 - Teens 13 or older,24,1,1,12,22,3357,0,1
8,24,R - 17+ (violence & profanity),24,0,1,10,1,3358,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,141,156,3359,0,2
8,26,PG-13 - Teens 13 or older,23,1,2,20,83,3360,0,0
6,9,PG-13 - Teens 13 or older,11,1,0,6,85,3361,3,2
7,13,PG-13 - Teens 13 or older,24,1,8,12,150,3362,0,1
7,1,PG-13 - Teens 13 or older,24,1,0,3,321,3363,3,1
7,12,PG-13 - Teens 13 or older,24,1,0,29,123,3364,0,26
6,13,PG-13 - Teens 13 or older,3,1,0,141,157,3365,0,1
7,2,PG-13 - Teens 13 or older,23,1,8,12,33,3366,3,0
7,13,R - 17+ (violence & profanity),24,0,3,11,413,3367,0,1
6,12,PG-13 - Teens 13 or older,23,1,2,20,105,3368,0,1
6,1,PG-13 - Teens 13 or older,50,1,19,257,13,3369,2,2
5,23,PG - Children,24,1,0,3,3,3370,0,1
6,1,R+ - Mild Nudity,24,2,1,2,20,3371,3,1
7,13,PG-13 - Teens 13 or older,24,1,0,6,104,3372,0,1
7,13,R - 17+ (violence & profanity),24,0,1,29,150,3373,0,1
6,4,R+ - Mild Nudity,24,2,1,48,21,3374,2,1
6,1,PG - Children,28,1,2,31,180,3375,1,0
7,12,PG-13 - Teens 13 or older,23,1,1,6,181,3376,0,0
5,4,PG - Children,8,1,0,335,164,3377,4,0
5,50,G - All Ages,25,3,0,3,3,3378,0,1
8,1,PG-13 - Teens 13 or older,27,1,0,24,179,3379,2,1
6,13,PG-13 - Teens 13 or older,23,1,11,9,191,3380,0,2
6,12,PG-13 - Teens 13 or older,3,1,0,43,182,3381,0,0
7,12,PG-13 - Teens 13 or older,23,1,0,8,80,3382,0,0
7,49,G - All Ages,24,3,1,60,321,3383,0,0
3,1,R - 17+ (violence & profanity),5,0,0,64,173,3384,3,6
7,1,G - All Ages,71,3,1,336,321,3385,1,0
5,1,G - All Ages,110,3,3,0,13,3386,1,1
5,2,G - All Ages,45,3,3,333,13,3387,3,1
7,2,PG-13 - Teens 13 or older,5,1,0,337,321,3388,3,1
7,1,Rx - Hentai,31,2,10,59,157,3389,2,2
7,2,Rx - Hentai,28,2,10,59,74,3390,2,1
8,25,R - 17+ (violence & profanity),24,0,1,8,183,3391,0,1
6,5,R+ - Mild Nudity,4,2,0,64,146,3392,3,1
7,13,R - 17+ (violence & profanity),24,0,1,8,140,3393,0,26
6,12,PG-13 - Teens 13 or older,24,1,2,12,20,3394,0,1
8,13,PG-13 - Teens 13 or older,23,1,1,12,15,3395,0,0
7,1,PG-13 - Teens 13 or older,1,1,4,8,183,3396,1,0
7,13,R - 17+ (violence & profanity),24,0,8,14,158,3397,0,26
6,6,PG-13 - Teens 13 or older,2,1,0,42,146,3398,4,1
6,8,G - All Ages,1,3,0,19,44,3399,3,1
6,3,G - All Ages,40,3,0,19,44,3400,3,1
5,143,PG - Children,20,1,13,22,28,3401,0,1
8,1,PG-13 - Teens 13 or older,126,1,3,338,128,3402,1,1
7,12,R - 17+ (violence & profanity),24,0,1,6,216,3403,0,0
7,1,R+ - Mild Nudity,24,2,0,12,5,3404,3,1
7,1,R - 17+ (violence & profanity),52,0,19,20,5,3405,2,2
8,12,PG-13 - Teens 13 or older,24,1,0,2,22,3406,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,29,150,3407,0,1
7,12,PG-13 - Teens 13 or older,24,1,0,2,125,3408,0,6
7,13,R - 17+ (violence & profanity),3,0,0,339,172,3409,4,0
8,1,PG-13 - Teens 13 or older,46,1,3,193,339,3410,1,0
8,1,PG-13 - Teens 13 or older,112,1,1,2,3,3411,1,1
7,12,PG-13 - Teens 13 or older,24,1,0,2,104,3412,0,1
8,25,PG-13 - Teens 13 or older,24,1,0,12,15,3413,0,1
8,1,PG-13 - Teens 13 or older,73,1,1,42,128,3414,1,0
7,114,PG-13 - Teens 13 or older,3,1,0,2,393,3415,0,1
5,102,G - All Ages,3,3,0,20,155,3416,0,5
7,13,PG-13 - Teens 13 or older,13,1,0,19,179,3417,0,1
8,1,PG-13 - Teens 13 or older,25,1,0,12,15,3418,3,1
8,11,PG-13 - Teens 13 or older,23,1,0,6,85,3419,0,1
7,1,PG-13 - Teens 13 or older,11,1,0,12,5,3420,2,2
8,1,PG-13 - Teens 13 or older,24,1,0,12,80,3421,3,2
7,12,PG-13 - Teens 13 or older,24,1,0,2,22,3422,0,1
6,2,Rx - Hentai,30,2,3,59,120,3423,2,1
6,1,PG-13 - Teens 13 or older,6,1,1,340,451,3424,15,0
9,26,R - 17+ (violence & profanity),24,0,0,6,17,3425,0,2
7,13,PG-13 - Teens 13 or older,24,1,1,14,7,3426,0,0
7,12,G - All Ages,4,3,0,8,444,3427,0,1
7,13,G - All Ages,28,3,20,273,143,3428,0,1
7,1,G - All Ages,96,3,0,22,28,3429,1,1
7,14,PG - Children,22,1,0,2,306,3430,0,26
7,1,G - All Ages,6,3,3,341,339,3431,1,0
6,12,PG-13 - Teens 13 or older,15,1,0,342,366,3432,0,1
5,1,PG-13 - Teens 13 or older,75,1,0,168,1,3433,2,1
6,25,G - All Ages,5,3,0,25,172,3434,0,1
6,1,R+ - Mild Nudity,55,2,0,43,91,3435,2,1
7,1,R - 17+ (violence & profanity),58,0,4,0,15,3436,1,1
6,1,G - All Ages,2,3,13,9,345,3437,3,0
5,22,PG-13 - Teens 13 or older,25,1,0,22,179,3438,0,1
7,12,R+ - Mild Nudity,23,2,1,10,158,3439,0,2
8,51,PG - Children,21,1,16,2,179,3440,0,26
8,25,PG-13 - Teens 13 or older,25,1,1,25,20,3441,0,2
6,12,PG-13 - Teens 13 or older,12,1,0,20,1,3442,0,0
7,1,R - 17+ (violence & profanity),115,0,1,23,321,3443,1,1
8,4,PG-13 - Teens 13 or older,5,1,0,67,5,3444,3,1
5,10,PG - Children,15,1,13,22,28,3445,0,1
7,1,PG-13 - Teens 13 or older,5,1,0,323,151,3446,3,1
6,6,PG-13 - Teens 13 or older,4,1,22,48,38,3447,3,1
6,1,PG-13 - Teens 13 or older,9,1,0,323,104,3448,3,1
7,1,G - All Ages,71,3,2,60,321,3449,1,0
6,3,Rx - Hentai,14,2,10,343,91,3450,4,0
8,39,R - 17+ (violence & profanity),25,0,1,25,3,3451,0,1
5,1,PG-13 - Teens 13 or older,80,1,19,3,179,3452,3,1
7,10,PG-13 - Teens 13 or older,1,1,11,19,413,3453,3,1
8,1,PG-13 - Teens 13 or older,121,1,0,6,85,3454,1,26
5,1,PG - Children,38,1,5,8,13,3455,2,1
7,2,Rx - Hentai,27,2,10,59,120,3456,2,1
