Name,Score,Genres,Type,Episodes,Rating,Producers,Studios,Source,Duration,Duration_format,Rating_format,Genre_format,Producers_format,Studios_format
Seitokai Yakuindomo OVA,7.79,"Comedy, School, Shounen, Slice of Life",OVA,8,R - 17+ (violence & profanity),Starchild Records,GoHands,Manga,26 min. per ep.,26,R,Comedy,Starchild Records,GoHands
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.18,"Action, Magic, Comedy, Sci-Fi, Drama",Movie,1,R+ - Mild Nudity,Good Smile Company,Seven Arcs,Original,2 hr. 30 min.,150,R+,Comedy,Good Smile Company,Seven Arcs
Dog Days,6.96,"Action, Adventure, Fantasy, Magic",TV,13,PG-13 - Teens 13 or older,"Aniplex, Good Smile Company",Seven Arcs,Original,24 min. per ep.,24,PG-13,Action,Aniplex,Seven Arcs
No.6,7.58,"Action, Sci-Fi, Mystery, Drama",TV,11,R - 17+ (violence & profanity),"Aniplex, Dentsu, Kodansha, Fuji TV",Bones,Novel,23 min. per ep.,23,R,Action,Aniplex,Bones
Usagi Drop,8.43,"Slice of Life, Josei",TV,11,PG-13 - Teens 13 or older,"Fuji TV, Tohokushinsha Film Corporation, Sony Music Entertainment, Sakura Create, Fujipacific Music",Production I.G,Manga,22 min. per ep.,22,PG-13,Slice of Life,Fuji TV,Production I.G
C: The Money of Soul and Possibility Control,7.25,"Action, Mystery, Super Power, Thriller",TV,11,PG-13 - Teens 13 or older,"Fuji TV, Jumondo, Sony Music Entertainment, Fujipacific Music",Tatsunoko Production,Original,22 min. per ep.,22,PG-13,Action,Fuji TV,Tatsunoko Production
Nichijou,8.48,"Slice of Life, Comedy, School, Shounen",TV,26,PG-13 - Teens 13 or older,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do",Kyoto Animation,Manga,23 min. per ep.,23,PG-13,Comedy,Lantis,Kyoto Animation
Freezing Specials,6.61,"Action, Comedy, Ecchi",Special,6,R+ - Mild Nudity,Media Factory,A.C.G.T.,Manga,3 min. per ep.,3,R+,Comedy,Media Factory,A.C.G.T.
Otona Joshi no Anime Time,7.41,"Slice of Life, Drama, Romance, Josei",Special,4,R - 17+ (violence & profanity),"NHK, The Answer Studio, WAO World","Bones, Production Reed",Novel,25 min. per ep.,25,R,Drama,NHK,Bones
Otome Youkai Zakuro Picture Drama,6.31,"Romance, Supernatural, Demons, Historical, Seinen",Special,2,PG-13 - Teens 13 or older,Aniplex,J.C.Staff,Manga,15 min. per ep.,15,PG-13,Romance,Aniplex,J.C.Staff
Baby Princess 3D Paradise 0 [Love],6.45,"Ecchi, Harem, Seinen",OVA,1,R+ - Mild Nudity,Sotsu,Studio Comet,Novel,30 min.,30,R+,Seinen,Sotsu,Studio Comet
Senkou no Night Raid: Aruku Hako,6.22,"Action, Historical, Super Power",Special,1,PG-13 - Teens 13 or older,Aniplex,A-1 Pictures,Original,18 min.,18,PG-13,Action,Aniplex,A-1 Pictures
Berserk: Ougon Jidai-hen I - Haou no Tamago,7.76,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen",Movie,1,R+ - Mild Nudity,"Yahoo! Japan, Good Smile Company, Beyond C., Rialto Entertainment",Studio 4°C,Manga,1 hr. 16 min.,76,R+,Action,Good Smile Company,Studio 4°C
Uchuu Majin Daikengou,6.08,"Action, Sci-Fi, Adventure, Space, Mecha",TV,26,PG-13 - Teens 13 or older,TV Asahi,"Toei Animation, Studio Nue",Original,24 min. per ep.,24,PG-13,Action,TV Asahi,Toei Animation
Tamayura: Hitotose,7.31,"Slice of Life, Comedy, Drama",TV,12,G - All Ages,"BIGLOBE, RAY",TYO Animations,Original,24 min. per ep.,24,G,Comedy,RAY,TYO Animations
Gokicha!!,5.57,Comedy,ONA,2,G - All Ages,"Movic, Marine Entertainment","WAO World, MooGoo",Manga,8 min. per ep.,8,G,Comedy,Movic,WAO World
Da Yu Hai Tang (Movie),7.58,"Adventure, Supernatural, Drama, Romance",Movie,1,PG-13 - Teens 13 or older,"Beijing Enlight Pictures, Studio Mir",B&T,Original,1 hr. 45 min.,105,PG-13,Drama,Beijing Enlight Pictures,B&T
Eiyuu Densetsu: Sora no Kiseki The Animation,6.56,"Action, Adventure, Fantasy",OVA,2,PG-13 - Teens 13 or older,"Nihon Falcom, Bushiroad, Showgate",Kinema Citrus,Game,43 min. per ep.,43,PG-13,Action,Showgate,Kinema Citrus
Gun-dou Musashi Recap,5.0,"Adventure, Samurai, Fantasy",Special,1,PG-13 - Teens 13 or older,TBS,ACC Production,Original,24 min.,24,PG-13,Fantasy,TBS,ACC Production
Gyakkyou Burai Kaiji: Hakairoku-hen,8.25,"Game, Psychological, Thriller, Seinen",TV,26,R - 17+ (violence & profanity),"VAP, Nippon Television Network",Madhouse,Manga,24 min. per ep.,24,R,Seinen,VAP,Madhouse
The iDOLM@STER,7.63,"Music, Comedy, Drama",TV,25,PG-13 - Teens 13 or older,"Aniplex, TBS, Nippon Columbia, Bandai Namco Entertainment",A-1 Pictures,Game,24 min. per ep.,24,PG-13,Comedy,Aniplex,A-1 Pictures
Towa no Quon 1: Utakata no Kaben,7.37,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Uta no☆Prince-sama♪ Maji Love 1000%,7.1,"Harem, Music, Comedy, Romance, School, Shoujo",TV,13,PG-13 - Teens 13 or older,"Starchild Records, Movic, Dwango, Showgate",A-1 Pictures,Novel,25 min. per ep.,25,PG-13,Comedy,Movic,A-1 Pictures
Tono to Issho: Gantai no Yabou,6.47,"Comedy, Historical, Parody, Samurai, Seinen",TV,12,PG-13 - Teens 13 or older,Frontier Works,Gathering,Manga,3 min. per ep.,3,PG-13,Comedy,Frontier Works,Gathering
Rurouni Kenshin Recap,7.22,"Action, Adventure, Comedy, Historical, Romance, Samurai",Special,1,PG-13 - Teens 13 or older,"SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,47 min.,47,PG-13,Comedy,Fuji TV,Studio Deen
Last Exile: Ginyoku no Fam,7.09,"Action, Adventure, Sci-Fi",TV,21,PG-13 - Teens 13 or older,"CBC, flying DOG, Cyclone Graphics",Gonzo,Original,24 min. per ep.,24,PG-13,Action,flying DOG,Gonzo
Tetsuwan Atom: Uchuu no Yuusha,6.29,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",Movie,1,G - All Ages,Fuji TV,Mushi Production,Original,1 hr. 27 min.,87,G,Action,Fuji TV,Mushi Production
Fireball Charming,6.8,Sci-Fi,TV,13,G - All Ages,Walt Disney Studios,Jinnis Animation Studios,Original,2 min. per ep.,2,G,Sci-Fi,Walt Disney Studios,Jinnis Animation Studios
Suzy's Zoo: Daisuki! Witzy,6.02,Kids,TV,25,G - All Ages,TBS,Digital Media Lab,Manga,2 min. per ep.,2,G,Kids,TBS,Digital Media Lab
Jinrui wa Suitai Shimashita,7.78,"Comedy, Fantasy, Seinen",TV,12,PG-13 - Teens 13 or older,"Sotsu, Lantis, Pony Canyon, Movic, Marvelous AQL",AIC ASTA,Novel,23 min. per ep.,23,PG-13,Comedy,Lantis,AIC ASTA
Jewelpet Sunshine,6.52,"Fantasy, Magic, Shoujo",TV,52,PG - Children,"TV Tokyo, Sotsu, Sanrio, Studio Jack, Imagine",Studio Comet,Original,25 min. per ep.,25,PG-13,Fantasy,TV Tokyo,Studio Comet
Kinniku Banzuke: Kongou-kun no Daibouken!,5.25,"Action, Shounen, Sports",TV,3,PG-13 - Teens 13 or older,Bandai Visual,Studio Pierrot,Manga,22 min. per ep.,22,PG-13,Action,Bandai Visual,Studio Pierrot
Kamisama Dolls,7.04,"Action, Seinen, Supernatural",TV,13,R - 17+ (violence & profanity),"TV Tokyo, Shogakukan-Shueisha Productions, Media Factory, Half H.P Studio, AT-X, flying DOG, Sony Music Communications",Brain's Base,Manga,24 min. per ep.,24,R,Action,TV Tokyo,Brain's Base
Shinryaku!? Ika Musume,7.51,"Comedy, Shounen, Slice of Life",TV,12,PG-13 - Teens 13 or older,"TV Tokyo, Lantis, Pony Canyon, TV Tokyo Music, Studio Jack",Diomedéa,Manga,24 min. per ep.,24,PG-13,Comedy,Lantis,Diomedéa
Natsume Yuujinchou San,8.6,"Slice of Life, Demons, Supernatural, Drama, Shoujo",TV,13,PG-13 - Teens 13 or older,"Aniplex, Sakura Create",Brain's Base,Manga,24 min. per ep.,24,PG-13,Drama,Aniplex,Brain's Base
Momo e no Tegami,7.63,"Supernatural, Drama",Movie,1,G - All Ages,"Bandai Visual, OLM, Kadokawa Shoten, HoriPro, Mainichi Broadcasting System, TBS, CBC, RCC Chugoku Broadcasting, Kadokawa Pictures Japan, Yahoo! Japan, Tokyu Recreation, JR East Marketing & Communications, Mainichi Shimbun",Production I.G,Original,2 hr.,2,G,Drama,Bandai Visual,Production I.G
.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!,6.41,"Game, Comedy",Special,3,PG-13 - Teens 13 or older,Bandai Visual,Kinema Citrus,Original,3 min. per ep.,3,PG-13,Comedy,Bandai Visual,Kinema Citrus
Kuragehime: Soreike! Amars Tankentai,5.64,"Adventure, Comedy, Josei",Special,6,PG-13 - Teens 13 or older,Asmik Ace,Brain's Base,Manga,30 min. per ep.,30,PG-13,Comedy,Asmik Ace,Brain's Base
Ben-To,7.28,"Action, Comedy, Martial Arts",TV,12,PG-13 - Teens 13 or older,"Pony Canyon, AT-X, Magic Capsule, Bulls Eye",David Production,Novel,24 min. per ep.,24,PG-13,Comedy,Pony Canyon,David Production
Mashiro-iro Symphony: The Color of Lovers,7.11,"Harem, Drama, Romance, School",TV,12,PG-13 - Teens 13 or older,"Frontier Works, Lantis, Media Factory",Manglobe,Novel,24 min. per ep.,24,PG-13,Drama,Lantis,Manglobe
Spelunker Sensei,5.11,Comedy,OVA,1,G - All Ages,Indeprox,Studio PuYUKAI,Manga,30 min.,30,G,Comedy,Indeprox,Studio PuYUKAI
Hotarubi no Mori e,8.38,"Drama, Romance, Shoujo, Supernatural",Movie,1,G - All Ages,Aniplex,Brain's Base,Manga,45 min.,45,G,Drama,Aniplex,Brain's Base
Gyo,5.45,Horror,OVA,1,R+ - Mild Nudity,Aniplex,ufotable,Manga,1 hr. 10 min.,70,R+,Horror,Aniplex,ufotable
Menkui!,7.12,Hentai,OVA,2,Rx - Hentai,Pink Pineapple,Office Takeout,Manga,28 min. per ep.,28,R+,Hentai,Pink Pineapple,Office Takeout
Boyfriend,5.74,"Sports, Romance, Shoujo",Special,1,PG-13 - Teens 13 or older,Toshiba EMI,Magic Bus,Manga,1 hr. 54 min.,114,PG-13,Romance,Toshiba EMI,Magic Bus
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,7.16,"Action, Adventure, Fantasy, Comedy, Shounen",TV,24,PG - Children,TV Asahi,Toei Animation,Original,25 min. per ep.,25,PG-13,Comedy,TV Asahi,Toei Animation
Aquarion Evol,7.14,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi",TV,26,PG-13 - Teens 13 or older,"Media Factory, Bandai, Tohokushinsha Film Corporation, Overlap","Satelight, 8bit",Original,24 min. per ep.,24,PG-13,Comedy,Media Factory,Satelight
Kyoukaisenjou no Horizon,7.1,"Action, Sci-Fi, Fantasy",TV,13,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, ASCII Media Works, Sony PCL",Sunrise,Novel,24 min. per ep.,24,PG-13,Action,Lantis,Sunrise
Kimi to Boku.,7.7,"Comedy, Drama, Romance, School, Shounen, Slice of Life",TV,13,PG-13 - Teens 13 or older,"TV Tokyo, Aniplex, Square Enix, Nihon Ad Systems, Movic",J.C.Staff,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,J.C.Staff
Seitokai no Ichizon Lv.2,7.38,"Harem, Comedy, Parody, School",ONA,10,PG-13 - Teens 13 or older,AMG MUSIC,AIC,Novel,24 min. per ep.,24,PG-13,Comedy,AMG MUSIC,AIC
Manyuu Hikenchou,6.22,"Action, Comedy, Historical, Ecchi, Samurai, Seinen",TV,12,R+ - Mild Nudity,"TV Tokyo, Lantis, Enterbrain, Memory-Tech, Happinet Pictures",Hoods Entertainment,Manga,24 min. per ep.,24,R+,Comedy,Lantis,Hoods Entertainment
Beelzebub Specials,7.37,"Action, Comedy, Supernatural, Demons, School, Shounen",Special,16,PG-13 - Teens 13 or older,Opera House,"Studio Pierrot, Pierrot Plus",Original,2 min. per ep.,2,PG-13,Comedy,Opera House,Studio Pierrot
Otohime Connection,6.22,"Slice of Life, Mystery, Drama, Romance, Shoujo",OVA,1,PG-13 - Teens 13 or older,"ING, Sony Music Entertainment",animate Film,Manga,45 min.,45,PG-13,Drama,Sony Music Entertainment,animate Film
Blood-C,6.56,"Action, Mystery, Horror, Supernatural, Vampire, School",TV,12,R - 17+ (violence & profanity),"Aniplex, Mainichi Broadcasting System, Dwango",Production I.G,Manga,23 min. per ep.,23,R,Action,Aniplex,Production I.G
Higurashi no Naku Koro ni Kira,6.54,"Mystery, Parody",OVA,4,R - 17+ (violence & profanity),Frontier Works,Studio Deen,Original,29 min. per ep.,29,R,Mystery,Frontier Works,Studio Deen
Yuru Yuri,7.6,"Slice of Life, Comedy, School, Shoujo Ai",TV,12,PG-13 - Teens 13 or older,"TV Tokyo, Daume, Sotsu, Pony Canyon, DAX Production, Studio Gram, PRA, Jumondo",Doga Kobo,Manga,23 min. per ep.,23,PG-13,Comedy,TV Tokyo,Doga Kobo
Hetalia World Series Specials,7.53,"Comedy, Historical, Parody",Special,4,PG-13 - Teens 13 or older,Frontier Works,Studio Deen,Web manga,5 min. per ep.,5,PG-13,Comedy,Frontier Works,Studio Deen
Inazuma Eleven Go,6.98,"Shounen, Sports, Super Power",TV,47,G - All Ages,"TV Tokyo, Dentsu, Half H.P Studio, TV Tokyo Music, Studio Jack",OLM,Game,24 min. per ep.,24,G,Shounen,TV Tokyo,OLM
Hoero! Bun Bun (Movie),5.0,Kids,Movie,1,G - All Ages,Magic Capsule,Madhouse,Manga,1 hr. 5 min.,65,G,Kids,Magic Capsule,Madhouse
Toyama Kankou Anime Project,5.48,"Slice of Life, Historical",Special,6,G - All Ages,The Berich,P.A. Works,Original,5 min. per ep.,5,G,Slice of Life,The Berich,P.A. Works
Working'!!,7.87,"Comedy, Romance, Seinen, Slice of Life",TV,13,PG-13 - Teens 13 or older,"Aniplex, Yomiuri Telecasting, Rakuonsha",A-1 Pictures,Manga,24 min. per ep.,24,PG-13,Comedy,Aniplex,A-1 Pictures
Shinseiki Duel Masters Flash,5.8,"Comedy, Kids",TV,24,G - All Ages,G&G Entertainment,SynergySP,Original,21 min. per ep.,21,G,Comedy,G&G Entertainment,SynergySP
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,7.35,"Adventure, Police, Comedy, Mystery, Shounen",OVA,1,PG-13 - Teens 13 or older,"Shogakukan-Shueisha Productions, Tokyo Movie Shinsha, Toho",TMS Entertainment,Manga,25 min.,25,PG-13,Comedy,Toho,TMS Entertainment
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,7.91,"Adventure, Comedy, Kids, Fantasy, Mecha, Shounen",Movie,1,PG - Children,"TV Asahi, Asatsu DK",Shin-Ei Animation,Manga,1 hr. 48 min.,108,PG-13,Comedy,TV Asahi,Shin-Ei Animation
The Epic Of ZektBach,5.86,"Action, Supernatural, Fantasy",OVA,1,R - 17+ (violence & profanity),"Half H.P Studio, Konami Digital Entertainment",AIC,Music,30 min.,30,R,Action,Half H.P Studio,AIC
Rinkan Club,6.61,Hentai,OVA,4,Rx - Hentai,Pixy,Seven,Novel,30 min. per ep.,30,R+,Hentai,Pixy,Seven
Yakyuukyou no Uta,6.49,"Action, Drama, Sports",TV,25,PG-13 - Teens 13 or older,Studio Jack,Nippon Animation,Manga,46 min. per ep.,46,PG-13,Action,Studio Jack,Nippon Animation
Kamisama no Memochou,7.54,Mystery,TV,12,R - 17+ (violence & profanity),"Lantis, AT-X, Warner Bros. Japan, KlockWorx, ASCII Media Works",J.C.Staff,Novel,26 min. per ep.,26,R,Mystery,Lantis,J.C.Staff
Ro-Kyu-Bu!,6.84,"Comedy, Ecchi, School, Sports",TV,12,PG-13 - Teens 13 or older,"AT-X, Magic Capsule, Warner Bros. Japan, ASCII Media Works","Barnum Studio, Project No.9, Studio Blanc",Novel,24 min. per ep.,24,PG-13,Comedy,AT-X,Project No.9
Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura,7.54,"Sports, Shounen",OVA,4,PG-13 - Teens 13 or older,"Nihon Ad Systems, M.S.C",Production I.G,Manga,22 min. per ep.,22,PG-13,Shounen,Nihon Ad Systems,Production I.G
C³,6.66,"Action, Comedy, Ecchi, School, Supernatural",TV,12,R - 17+ (violence & profanity),Starchild Records,SILVER LINK.,Novel,24 min. per ep.,24,R,Comedy,Starchild Records,SILVER LINK.
Persona 4 the Animation,7.52,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",TV,25,PG-13 - Teens 13 or older,"Aniplex, Mainichi Broadcasting System, ASCII Media Works, Index",AIC ASTA,Game,25 min. per ep.,25,PG-13,Sci-Fi,Aniplex,AIC ASTA
Naruto: Shippuuden Movie 5 - Blood Prison,7.46,"Action, Adventure, Martial Arts, Super Power, Mystery, Shounen",Movie,1,PG-13 - Teens 13 or older,"TV Tokyo, Aniplex, Dentsu, Shueisha",Studio Pierrot,Manga,1 hr. 42 min.,102,PG-13,Action,Aniplex,Studio Pierrot
Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,6.82,"Action, Mystery, Comedy, Romance",Special,1,PG-13 - Teens 13 or older,flying DOG,J.C.Staff,Novel,24 min.,24,PG-13,Comedy,flying DOG,J.C.Staff
Rerere no Tensai Bakabon,6.22,Comedy,TV,24,G - All Ages,"TV Tokyo, Yomiuri Advertising",Studio Pierrot,Manga,25 min. per ep.,25,G,Comedy,TV Tokyo,Studio Pierrot
R-15,6.5,"Comedy, Ecchi, Harem, Romance, School",TV,12,R+ - Mild Nudity,"Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx, AMG MUSIC, Studio Kelmadick, Glovision","AIC, Remic",Novel,24 min. per ep.,24,R+,Comedy,KlockWorx,AIC
Mirai Nikki,7.54,"Action, Mystery, Psychological, Shounen, Supernatural, Thriller",TV,26,R+ - Mild Nudity,"Lantis, Kadokawa Shoten, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, chara-ani.com, 12 Diary Holders, Dwango, Sakura Create",Asread,Manga,23 min. per ep.,23,R+,Action,Lantis,Asread
Mardock Scramble: The Second Combustion,7.37,"Action, Psychological, Sci-Fi",Movie,1,R+ - Mild Nudity,"Aniplex, Starchild Records",GoHands,Novel,1 hr. 4 min.,64,R+,Action,Aniplex,GoHands
Mahou Sensei Negima!: Mou Hitotsu no Sekai Extra - Mahou Shoujo Yue♥,7.27,"Action, Adventure, Magic, Ecchi, Fantasy, School, Shounen",OVA,1,PG-13 - Teens 13 or older,Studio Pastoral,Shaft,Manga,31 min.,31,PG-13,Action,Studio Pastoral,Shaft
Ao no Exorcist: Ura Ex,7.1,"Action, Fantasy, Supernatural, Shounen",Special,10,PG-13 - Teens 13 or older,Aniplex,A-1 Pictures,Manga,1 min. per ep.,1,PG-13,Action,Aniplex,A-1 Pictures
Morita-san wa Mukuchi.,6.53,"Comedy, School, Slice of Life",TV,13,PG-13 - Teens 13 or older,"DAX Production, Takeshobo",Seven,Manga,3 min. per ep.,3,PG-13,Comedy,DAX Production,Seven
Blood-C: The Last Dark,7.2,"Action, Horror, Supernatural, Vampire",Movie,1,R+ - Mild Nudity,"Aniplex, Dentsu, Shochiku, Kadokawa Shoten, Mainichi Broadcasting System, Dwango",Production I.G,Original,1 hr. 50 min.,110,R+,Action,Aniplex,Production I.G
Naruto: Honoo no Chuunin Shiken! Naruto vs. Konohamaru!!,7.16,"Action, Adventure, Martial Arts, Shounen, Super Power",Movie,1,PG-13 - Teens 13 or older,Shueisha,Studio Pierrot,Manga,14 min.,14,PG-13,Action,Shueisha,Studio Pierrot
Appleseed XIII Remix Movie 1: Yuigon,6.41,"Action, Mecha, Military, Sci-Fi, Police",Movie,1,R - 17+ (violence & profanity),Jinnis Animation Studios,Production I.G,Manga,1 hr. 24 min.,84,R,Action,Jinnis Animation Studios,Production I.G
Magic Tree House,6.97,"Adventure, Magic",Movie,1,PG - Children,"TV Tokyo, Dentsu, TV Osaka, Media Factory, GAGA, Yahoo! Japan",Ajia-Do,Book,1 hr. 40 min.,100,PG-13,Adventure,TV Tokyo,Ajia-Do
Appleseed XIII Remix Movie 2: Yogen,6.41,"Action, Mecha, Military, Sci-Fi, Police",Movie,1,R - 17+ (violence & profanity),Jinnis Animation Studios,Production I.G,Manga,1 hr. 24 min.,84,R,Action,Jinnis Animation Studios,Production I.G
Manga Nihon Keizai Nyuumon,5.0,"Slice of Life, Historical, Drama, Seinen",TV,25,PG-13 - Teens 13 or older,TV Tokyo,Knack Productions,Manga,25 min. per ep.,25,PG-13,Drama,TV Tokyo,Knack Productions
Plastic Neesan,7.26,"Comedy, School, Seinen",ONA,12,PG-13 - Teens 13 or older,Good Smile Company,TYO Animations,Manga,2 min. per ep.,2,PG-13,Comedy,Good Smile Company,TYO Animations
Towa no Quon 2: Konton no Ranbu,7.39,"Action, Sci-Fi, Mystery, Super Power, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Towa no Quon 3: Mugen no Renza,7.49,"Action, Sci-Fi, Super Power, Psychological, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Towa no Quon 4: Guren no Shoushin,7.6,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Towa no Quon 5: Souzetsu no Raifuku,7.56,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Towa no Quon 6: Towa no Quon,7.64,"Action, Sci-Fi, Super Power, Supernatural",Movie,1,PG-13 - Teens 13 or older,"Bandai Visual, Lantis, Movic, Showgate, Hakuhodo DY Media Partners, Sony PCL",Bones,Original,48 min.,48,PG-13,Action,Lantis,Bones
Boku wa Tomodachi ga Sukunai,7.27,"Ecchi, Slice of Life, Comedy, Harem, Romance, School",TV,12,R+ - Mild Nudity,"AIC, Media Factory, TBS, Bushiroad, Bandai Namco Games, Good Smile Company",AIC Build,Novel,24 min. per ep.,24,R+,Comedy,TBS,AIC Build
Mawaru Penguindrum,7.98,"Mystery, Comedy, Dementia, Psychological, Drama",TV,24,R - 17+ (violence & profanity),"Starchild Records, Mainichi Broadcasting System",Brain's Base,Original,24 min. per ep.,24,R,Comedy,Mainichi Broadcasting System,Brain's Base
Sojunghan Nal-ui Kkum,6.49,"Comedy, Drama, Romance",Movie,1,PG-13 - Teens 13 or older,Studio MWP,Studio Meditation With a Pencil,Original,1 hr. 39 min.,99,PG-13,Comedy,Studio MWP,Studio Meditation With a Pencil
Maid Ane,6.13,Hentai,OVA,2,Rx - Hentai,Digital Works,Y.O.U.C,Manga,30 min. per ep.,30,R+,Hentai,Digital Works,Y.O.U.C
Tennis no Ouji-sama Movie 2: Eikokushiki Teikyuu Shiro Kessen!,7.47,"Action, Comedy, Sports, School, Shounen",Movie,1,PG-13 - Teens 13 or older,Nihon Ad Systems,"Production I.G, M.S.C",Manga,1 hr. 27 min.,87,PG-13,Comedy,Nihon Ad Systems,Production I.G
Planetes Picture Drama,5.66,"Comedy, Sci-Fi, Space",Special,9,PG-13 - Teens 13 or older,Bandai Visual,Sunrise,Manga,3 min. per ep.,3,PG-13,Comedy,Bandai Visual,Sunrise
A-Channel: +A-Channel,6.97,"Comedy, School, Slice of Life, Seinen",Special,11,PG-13 - Teens 13 or older,Aniplex,Studio Gokumi,Manga,2 min. per ep.,2,PG-13,Comedy,Aniplex,Studio Gokumi
Pokemon Movie 14 Black: Victini to Shiroki Eiyuu Reshiram,6.63,"Adventure, Comedy, Drama, Fantasy, Kids",Movie,1,PG - Children,"TV Tokyo, Shogakukan-Shueisha Productions, Marvelous, Toho",OLM,Game,1 hr. 36 min.,96,PG-13,Comedy,TV Tokyo,OLM
Buta Himesama,5.6,"Hentai, Supernatural, Fantasy",OVA,1,Rx - Hentai,Pink Pineapple,Seven,Novel,30 min.,30,R+,Fantasy,Pink Pineapple,Seven
Mahou Shoujo Elena,6.51,"Hentai, Supernatural, Magic",OVA,3,Rx - Hentai,"Valkyria, Anime Antenna Iinkai","Studio Fantasia, Rabbit Gate",Novel,26 min. per ep.,26,R+,Supernatural,Valkyria,Studio Fantasia
Kore wa Zombie Desu ka? of the Dead,7.56,"Action, Harem, Comedy, Supernatural, Magic, Ecchi",TV,10,R - 17+ (violence & profanity),"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",Studio Deen,Novel,24 min. per ep.,24,R,Comedy,AT-X,Studio Deen
Guilty Crown,7.52,"Action, Sci-Fi, Super Power, Drama, Romance, Mecha",TV,22,R - 17+ (violence & profanity),"Aniplex, Dentsu, Movic, Fuji TV, Fujipacific Music",Production I.G,Original,24 min. per ep.,24,R,Action,Aniplex,Production I.G
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,6.92,"Action, Sci-Fi, Harem, Comedy, Ecchi, Mecha",OVA,1,R+ - Mild Nudity,Sony Music Communications,8bit,Novel,26 min.,26,R+,Comedy,Sony Music Communications,8bit
Un-Go,7.4,"Mystery, Supernatural",TV,11,R - 17+ (violence & profanity),"Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music",Bones,Novel,24 min. per ep.,24,R,Supernatural,Dentsu,Bones
